,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,User,Item,product,jaccard
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,C240,3,"{'8815', '26789', '2004', '11776'}",0.0
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,C241,4,"{'82', '7679', '523', '8152', '12986'}",0.0
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,C242,1,"{'1449', '523'}",0.0
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,C243,6,"{'4219', '12691', '4978', '15695', '9115', '3615', '11895'}",0.0
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,C244,6,"{'13562', '7160', '13983', '23589', '5665', '8640', '14108'}",0.0
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,C245,5,"{'22137', '14191', '18461', '7160', '6580', '4008'}",0.0
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,C246,8,"{'15529', '4722', '960', '21022', '4300', '4200', '4398', '4492', '1980'}",0.0
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,C247,10,"{'4722', '960', '4219', '6889', '15763', '7168', '9056', '19889', '4401', '7058'}",0.05
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,C248,3,"{'7990', '8708', '11767', '3155'}",0.0
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,C249,1,"{'21828', '9364'}",0.0
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,C250,2,"{'15807', '7071', '15882'}",0.0
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,C251,6,"{'15529', '3658', '23479', '5939', '9708', '9115', '13030'}",0.058823529411764705
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,C252,4,"{'12552', '15705', '3155', '1454', '21019'}",0.0
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,C253,5,"{'18839', '20700', '285', '7248', '6944', '6253'}",0.0
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,C254,4,"{'7113', '22632', '6483', '13214', '3615'}",0.0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,C255,4,"{'12078', '7430', '8113', '837', '4414'}",0.0
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,C256,1,"{'1444', '6630'}",0.0
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,C257,2,"{'15529', '10726', '4780'}",0.0
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,C258,2,"{'12809', '12694', '9115'}",0.0
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,C259,1,"{'4340', '12694'}",0.0
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,C260,7,"{'448', '82', '22196', '8882', '21022', '21029', '6483', '1444'}",0.0
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,C261,4,"{'12259', '20236', '14480', '18777', '12986'}",0.0
262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,C262,3,"{'8815', '7155', '4398', '7220'}",0.0
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,C263,1,"{'20824', '3637'}",0.0
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,C264,5,"{'20700', '23479', '4200', '7071', '7316', '4781'}",0.0
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,C265,5,"{'15421', '12078', '7320', '14793', '7248', '15230'}",0.0
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,C266,9,"{'15421', '6931', '12014', '1968', '23470', '4300', '4780', '8528', '9115', '6046'}",0.0
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,C267,6,"{'1690', '3392', '11776', '6838', '4978', '4322', '15635'}",0.0
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,C268,6,"{'6931', '5096', '12411', '30', '12809', '12249', '1980'}",0.0
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,C269,6,"{'12014', '8113', '15230', '4322', '850', '6046', '16328'}",0.0
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,C270,10,"{'13595', '22477', '4242', '6427', '13122', '837', '23589', '12809', '7818', '8708'}",0.0
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,C271,8,"{'4722', '4561', '8431', '767', '4464', '3099', '13122', '216'}",0.05555555555555555
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,C272,7,"{'568', '15421', '3599', '767', '850', '21426', '1444', '11895'}",0.0
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,C273,7,"{'9055', '9785', '10472', '4322', '12249', '19889', '4008', '23679'}",0.05555555555555555
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,C274,1,"{'13983', '4219'}",0.0
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,C275,7,"{'13044', '9055', '82', '2990', '14793', '6944', '1396', '21019'}",0.0
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,C276,9,"{'6889', '11776', '7444', '13099', '3597', '17746', '9364', '1396', '4492'}",0.0
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,C277,4,"{'8113', '3715', '21029', '15882', '1532'}",0.0
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,C278,8,"{'5977', '15421', '7320', '349', '4781', '6580', '1560', '6903'}",0.0
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,C279,1,"{'22196', '7830'}",0.0
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,C280,5,"{'5977', '12014', '9211', '7679', '5420', '8708'}",0.0
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,C281,1,"{'8113', '11862'}",0.0
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,C282,2,"{'8152', '6248', '6008'}",0.0
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,C283,4,"{'5942', '7444', '2078', '4242', '10726'}",0.0
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,C284,3,"{'18461', '8112', '285', '13951'}",0.0
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,C285,10,"{'4722', '8113', '13484', '4464', '15763', '20700', '7160', '9056', '15230', '18519', '2121'}",0.0
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,C286,6,"{'5977', '18839', '12014', '12259', '6188', '7160', '850'}",0.0
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,C287,2,"{'1010', '960', '4561'}",0.0
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,C288,7,"{'15529', '7679', '11776', '22477', '12249', '18777', '4398', '3488'}",0.0
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,C289,8,"{'15421', '6838', '22477', '285', '5143', '5420', '9364', '5665'}",0.05555555555555555
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,C290,4,"{'5942', '2157', '22632', '4160', '216'}",0.06666666666666667
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,C291,9,"{'5977', '6838', '7444', '7248', '15230', '9808', '12869', '8815', '23589', '4781'}",0.0
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,C292,9,"{'13562', '3950', '6991', '30', '14480', '8654', '2026', '1560', '11895', '12224'}",0.0
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,C293,4,"{'12259', '2004', '18519', '2026', '23486'}",0.0
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,C294,4,"{'14044', '20236', '4200', '13122', '2121'}",0.0
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,C295,7,"{'13410', '3715', '20824', '23489', '3099', '4781', '13030', '1980'}",0.05555555555555555
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,C296,3,"{'3597', '9711', '4426', '20973'}",0.07142857142857142
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,C297,9,"{'4308', '13362', '12411', '8152', '4211', '4300', '5420', '4322', '6371', '12986'}",0.0
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,C298,8,"{'448', '568', '5977', '22137', '7679', '12691', '4200', '13966', '1980'}",0.0
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,C299,4,"{'18461', '5096', '1010', '4008', '216'}",0.06666666666666667
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,C300,9,"{'1690', '9711', '7220', '13484', '15763', '14480', '10472', '13122', '17746', '7278'}",0.10526315789473684
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,C301,4,"{'20700', '22881', '3702', '5904', '8640'}",0.0
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,C302,10,"{'22086', '7679', '3715', '4464', '349', '8112', '7830', '7128', '4978', '1872', '9708'}",0.047619047619047616
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,C303,9,"{'5977', '4219', '4561', '12691', '20824', '4211', '7071', '17746', '189', '10726'}",0.0
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,C304,5,"{'3715', '15912', '1010', '13966', '6253', '12224'}",0.0
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,C305,6,"{'4312', '2990', '12259', '3155', '23489', '15843'}",0.13333333333333333
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,C306,7,"{'18029', '22086', '18461', '5084', '17957', '18519', '14453', '216'}",0.05555555555555555
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,C307,10,"{'5096', '7444', '9785', '7830', '1010', '23489', '4160', '14453', '94', '6046'}",0.05
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,C308,9,"{'5942', '7878', '9', '14195', '13966', '16683', '6226', '13846', '1560', '11767'}",0.10526315789473684
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,C309,1,"{'15529', '9115'}",0.0
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,C310,5,"{'3950', '13931', '1454', '5420', '4398', '6226'}",0.0
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,C311,9,"{'9055', '18839', '15705', '285', '13366', '18519', '13122', '10833', '13214', '9708'}",0.05
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,C312,10,"{'7990', '8112', '9', '23489', '4160', '6371', '5904', '216', '7058', '11767', '2121'}",0.15789473684210525
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,C313,3,"{'448', '3637', '7278', '22881'}",0.07142857142857142
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,C314,2,"{'1449', '9708', '6903'}",0.07692307692307693
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,C315,7,"{'5084', '1968', '13484', '8815', '17746', '8640', '8708', '2121'}",0.0
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,C316,7,"{'14044', '439', '8431', '15705', '22477', '22632', '9708', '15843'}",0.11764705882352941
317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,C317,4,"{'7320', '22632', '13631', '6630', '6226'}",0.0
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,C318,10,"{'13723', '3599', '14195', '6427', '3702', '4200', '7128', '5904', '9115', '216', '581'}",0.047619047619047616
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,C319,10,"{'1690', '439', '3950', '15421', '6188', '3597', '13631', '18519', '4781', '11344', '1980'}",0.0
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,C320,9,"{'22137', '9711', '9211', '6889', '15705', '9785', '6944', '17746', '15807', '2121'}",0.05
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,C321,1,"{'216', '1449'}",0.08333333333333333
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,C322,4,"{'15470', '767', '7160', '5939', '94'}",0.0
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,C323,7,"{'6991', '17957', '14195', '17746', '23589', '16683', '2026', '8708'}",0.0
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,C324,5,"{'3658', '6188', '13064', '8654', '9708', '18777'}",0.0625
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,C325,4,"{'9055', '12014', '15421', '22632', '11895'}",0.0
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,C326,5,"{'448', '7679', '20638', '3702', '13846', '15843'}",0.0625
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,C327,6,"{'15529', '6834', '22881', '13214', '15635', '3488', '581'}",0.0
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,C328,4,"{'7220', '20638', '2117', '9115', '6903'}",0.0
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,C329,5,"{'960', '4340', '15912', '4492', '13064', '13846'}",0.0
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,C330,1,"{'6371', '13214'}",0.0
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,C331,6,"{'4340', '7168', '767', '3099', '4322', '6371', '6903'}",0.0
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,C332,8,"{'3658', '439', '11776', '13484', '22632', '13631', '22881', '3615', '20973'}",0.0
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,C333,10,"{'4312', '7566', '6834', '6248', '960', '8640', '3597', '5143', '7223', '1396', '4401'}",0.047619047619047616
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,C334,10,"{'5084', '3637', '13362', '3599', '8152', '8815', '837', '13214', '6253', '19889', '8708'}",0.047619047619047616
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,C335,6,"{'8113', '8152', '4978', '12869', '6427', '6944', '837'}",0.0
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,C336,2,"{'13484', '13983', '7316'}",0.0
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,C337,10,"{'439', '7113', '6783', '13484', '20236', '23470', '13931', '11862', '6483', '8708', '13030'}",0.0
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,C338,8,"{'3658', '21022', '20236', '8152', '2432', '4978', '12869', '3910', '3615'}",0.0
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,C339,8,"{'448', '6991', '5143', '21029', '5420', '4322', '4008', '6008', '6046'}",0.05263157894736842
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,C340,1,"{'13966', '581'}",0.0
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,C341,6,"{'13410', '12078', '2990', '21022', '6427', '6371', '2121'}",0.0
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,C342,5,"{'12259', '13099', '7160', '4200', '3910', '4781'}",0.0
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,C343,5,"{'4219', '9711', '8431', '20824', '10472', '14453'}",0.0625
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,C344,8,"{'14044', '15705', '22881', '8815', '10472', '3702', '1872', '4781'}",0.0
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,C345,4,"{'439', '767', '349', '1010', '3099'}",0.0
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,C346,2,"{'5942', '7990', '7278'}",0.07692307692307693
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,C347,1,"{'6931', '11895'}",0.0
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,C348,5,"{'4308', '7566', '523', '767', '4211'}",0.0
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,C349,4,"{'3099', '5420', '9115', '4414', '15843'}",0.06666666666666667
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,C350,7,"{'7566', '6944', '6483', '18777', '13846', '4781', '23679', '11895'}",0.0
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,C351,6,"{'12014', '767', '14195', '17746', '1532', '4008', '4426'}",0.0
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,C352,8,"{'5951', '23479', '4242', '22881', '13846', '13983', '9708', '1454', '11767'}",0.05263157894736842
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,C353,3,"{'26789', '4322', '7223', '2432'}",0.0
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,C354,5,"{'6889', '23479', '20922', '6944', '15882', '4414'}",0.0
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,C355,8,"{'12411', '12691', '6838', '349', '7248', '3155', '3615', '21019', '6903'}",0.0
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,C356,5,"{'14044', '767', '21426', '7316', '8708', '6903'}",0.0
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,C357,2,"{'9808', '2117', '13064'}",0.0
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,C358,10,"{'6248', '9058', '12411', '1968', '7878', '13931', '20468', '13846', '23589', '850', '2034'}",0.1
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,C359,4,"{'12078', '6889', '7248', '6309', '12224'}",0.0
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,C360,1,"{'8152', '23589'}",0.0
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,C361,6,"{'21022', '439', '7113', '9785', '20468', '4780', '4401'}",0.0
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,C362,4,"{'13723', '2990', '7444', '8815', '1454'}",0.0
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,C363,7,"{'568', '3599', '7168', '514', '7128', '2117', '23471', '6253'}",0.0
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,C364,2,"{'5143', '7002', '4492'}",0.07692307692307693
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,C365,3,"{'5084', '4780', '14191', '3155'}",0.0
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,C366,8,"{'13044', '2990', '13410', '7679', '17957', '7878', '14793', '514', '6630'}",0.05263157894736842
